run,task,partition,threshold,n,tp,fp,tn,fn,accuracy,balanced_accuracy,sensitivity,specificity,positive_precision,positive_f1,n_predicted_positive,is_primary_selected,is_secondary_selected
full_multimodal,pr,val,0.7,158,42,6,44,66,0.5443037974683544,0.6344444444444445,0.3888888888888889,0.88,0.875,0.5384615384615385,48,False,False
full_multimodal,pr,val,0.71,158,27,5,45,81,0.45569620253164556,0.575,0.25,0.9,0.84375,0.38571428571428573,32,False,False
full_multimodal,pr,val,0.72,158,14,3,47,94,0.3860759493670886,0.5348148148148147,0.12962962962962962,0.94,0.8235294117647058,0.22399999999999998,17,False,False
full_multimodal,pr,val,0.73,158,3,0,50,105,0.33544303797468356,0.5138888888888888,0.027777777777777776,1.0,1.0,0.05405405405405406,3,False,False
full_multimodal,pr,val,0.74,158,0,0,50,108,0.31645569620253167,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,pr,val,0.75,158,0,0,50,108,0.31645569620253167,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,pr,val,0.76,158,0,0,50,108,0.31645569620253167,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,pr,val,0.77,158,0,0,50,108,0.31645569620253167,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,pr,val,0.78,158,0,0,50,108,0.31645569620253167,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,pr,val,0.79,158,0,0,50,108,0.31645569620253167,0.5,0.0,1.0,0.0,0.0,0,False,False
full_multimodal,pr,val,0.8,158,0,0,50,108,0.31645569620253167,0.5,0.0,1.0,0.0,0.0,0,False,False
